Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,home,game_id
Tyrique George,32.0,eng ENG,RW,19-040,15,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Arsenal_Chelsea_20250316
Enzo Fernández,8.0,ar ARG,AM,24-058,90,1,1,1,0,0,3,0.0,3,3,1,2,0,1,0,0,False,Arsenal_Chelsea_20250316
Moisés Caicedo,25.0,ec ECU,DM,23-134,90,2,1,1,1,0,0,,0,3,0,3,2,4,2,0,False,Arsenal_Chelsea_20250316
Reece James,24.0,eng ENG,DM,25-098,81,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,False,Arsenal_Chelsea_20250316
Roméo Lavia,45.0,be BEL,DM,21-069,9,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Arsenal_Chelsea_20250316
Marc Cucurella,3.0,es ESP,LB,26-237,90,2,1,0,1,1,2,50.0,1,0,0,0,0,2,5,0,False,Arsenal_Chelsea_20250316
Benoît Badiashile,5.0,fr FRA,CB,23-355,85,3,2,2,1,0,3,66.7,1,0,0,0,0,3,6,1,False,Arsenal_Chelsea_20250316
Tosin Adarabioyo,4.0,eng ENG,CB,27-173,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Arsenal_Chelsea_20250316
Levi Colwill,6.0,eng ENG,CB,22-018,90,1,1,0,1,0,1,100.0,0,1,1,0,1,2,5,0,False,Arsenal_Chelsea_20250316
Wesley Fofana,29.0,fr FRA,RB,24-089,85,0,0,0,0,0,0,,0,0,0,0,1,1,4,0,False,Arsenal_Chelsea_20250316
Malo Gusto,27.0,fr FRA,RB,21-301,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Arsenal_Chelsea_20250316
Robert Sánchez,1.0,es ESP,GK,27-118,90,0,0,0,0,0,0,,0,0,0,0,0,0,2,1,False,Arsenal_Chelsea_20250316
Raúl Jiménez,7.0,mx MEX,FW,33-315,62,1,1,1,0,0,1,0.0,1,0,0,0,0,1,2,0,True,Fulham_Tottenham_20250316
Rodrigo Muniz,9.0,br BRA,FW,23-316,28,1,0,0,1,0,0,,0,0,0,0,1,2,0,0,True,Fulham_Tottenham_20250316
Willian,22.0,br BRA,LW,36-219,86,1,1,0,1,0,3,33.3,2,0,0,0,0,1,0,0,True,Fulham_Tottenham_20250316
Ryan Sessegnon,30.0,eng ENG,LW,24-302,4,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Fulham_Tottenham_20250316
Alex Iwobi,17.0,ng NGA,RW,28-317,62,2,0,0,1,1,2,100.0,0,2,0,2,0,2,0,0,True,Fulham_Tottenham_20250316
Adama Traoré,11.0,es ESP,RW,29-050,28,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,Fulham_Tottenham_20250316
Emile Smith Rowe,32.0,eng ENG,AM,24-231,71,2,2,0,2,0,0,,0,2,1,1,0,2,1,0,True,Fulham_Tottenham_20250316
Tom Cairney,10.0,sct SCO,AM,34-055,19,3,3,2,0,1,2,100.0,0,1,0,1,0,3,0,0,True,Fulham_Tottenham_20250316
Sander Berge,16.0,no NOR,DM,27-030,90,4,1,3,1,0,3,100.0,0,1,1,0,1,5,2,0,True,Fulham_Tottenham_20250316
Andreas Pereira,18.0,br BRA,DM,29-074,90,4,4,1,2,1,3,66.7,1,1,0,1,0,4,1,0,True,Fulham_Tottenham_20250316
Antonee Robinson,33.0,us USA,LB,27-220,90,6,4,3,2,1,6,83.3,1,0,0,0,3,9,2,0,True,Fulham_Tottenham_20250316
Calvin Bassey,3.0,ng NGA,CB,25-075,90,5,2,3,2,0,2,100.0,0,0,0,0,0,5,2,1,True,Fulham_Tottenham_20250316
Joachim Andersen,5.0,dk DEN,CB,28-289,90,1,1,0,1,0,0,,0,2,2,0,2,3,5,0,True,Fulham_Tottenham_20250316
Timothy Castagne,21.0,be BEL,RB,29-101,90,1,1,1,0,0,4,25.0,3,1,0,1,3,4,3,0,True,Fulham_Tottenham_20250316
Bernd Leno,1.0,de GER,GK,33-012,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Fulham_Tottenham_20250316
Dominic Solanke,19.0,eng ENG,FW,27-183,90,2,1,0,2,0,0,,0,2,2,0,0,2,1,0,False,Fulham_Tottenham_20250316
Mathys Tel,11.0,fr FRA,"LW,RW",19-323,76,2,1,0,1,1,3,33.3,2,0,0,0,0,2,0,0,False,Fulham_Tottenham_20250316
Wilson Odobert,28.0,fr FRA,RW,20-108,14,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Fulham_Tottenham_20250316
Brennan Johnson,22.0,wls WAL,RW,23-297,45,1,1,0,0,1,0,,0,1,0,1,0,1,0,0,False,Fulham_Tottenham_20250316
Son Heung-min,7.0,kr KOR,"LW,RW",32-251,45,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Fulham_Tottenham_20250316
Yves Bissouma,8.0,ml MLI,LM,28-198,45,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,False,Fulham_Tottenham_20250316
Lucas Bergvall,15.0,se SWE,"DM,LM",19-042,45,2,1,1,1,0,3,66.7,1,1,0,1,1,3,0,0,False,Fulham_Tottenham_20250316
Archie Gray,14.0,eng ENG,"CM,CB",19-004,90,2,2,0,2,0,2,50.0,1,4,2,2,0,2,2,0,False,Fulham_Tottenham_20250316
Rodrigo Bentancur,30.0,uy URU,"RM,DM",27-264,85,0,0,0,0,0,2,0.0,2,1,0,1,3,3,0,0,False,Fulham_Tottenham_20250316
Dane Scarlett,44.0,eng ENG,DM,20-357,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Fulham_Tottenham_20250316
Destiny Udogie,13.0,it ITA,LB,22-108,90,7,6,7,0,0,4,75.0,1,4,0,4,1,8,5,0,False,Fulham_Tottenham_20250316
Ben Davies,33.0,wls WAL,CB,31-326,90,3,0,2,1,0,1,100.0,0,2,2,0,2,5,10,1,False,Fulham_Tottenham_20250316
Cristian Romero,17.0,ar ARG,CB,26-323,67,2,2,1,1,0,2,50.0,1,2,0,2,2,4,7,0,False,Fulham_Tottenham_20250316
James Maddison,10.0,eng ENG,AM,28-113,23,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,Fulham_Tottenham_20250316
Djed Spence,24.0,eng ENG,RB,24-219,90,3,0,0,3,0,1,0.0,1,0,0,0,1,4,8,0,False,Fulham_Tottenham_20250316
Guglielmo Vicario,1.0,it ITA,GK,28-160,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,Fulham_Tottenham_20250316
Jamie Vardy,9.0,eng ENG,FW,38-064,90,2,1,0,1,1,0,,0,0,0,0,0,2,0,0,True,LeicesterCity_ManchesterUtd_20250316
Bilal El Khannouss,11.0,ma MAR,AM,20-310,89,2,0,0,2,0,2,100.0,0,2,0,2,1,3,0,0,True,LeicesterCity_ManchesterUtd_20250316
Jordan Ayew,18.0,gh GHA,AM,33-186,1,2,1,0,0,2,1,100.0,0,0,0,0,0,2,0,0,True,LeicesterCity_ManchesterUtd_20250316
Patson Daka,20.0,zm ZAM,AM,26-158,63,4,3,1,2,1,3,33.3,2,1,0,1,0,4,0,0,True,LeicesterCity_ManchesterUtd_20250316
Facundo Buonanotte,40.0,ar ARG,AM,20-083,27,1,1,0,1,0,0,,0,1,0,1,0,1,0,0,True,LeicesterCity_ManchesterUtd_20250316
Boubakary Soumaré,24.0,fr FRA,CM,26-017,63,0,0,0,0,0,0,,0,2,2,0,0,0,0,1,True,LeicesterCity_ManchesterUtd_20250316
Harry Winks,8.0,eng ENG,CM,29-042,27,0,0,0,0,0,0,,0,3,1,2,0,0,0,0,True,LeicesterCity_ManchesterUtd_20250316
Wilfred Ndidi,6.0,ng NGA,CM,28-090,90,1,1,1,0,0,0,,0,0,0,0,3,4,2,0,True,LeicesterCity_ManchesterUtd_20250316
Victor Bernth Kristiansen,16.0,dk DEN,WB,22-090,81,3,2,0,2,1,5,60.0,2,3,0,3,2,5,1,0,True,LeicesterCity_ManchesterUtd_20250316
Stephy Mavididi,10.0,eng ENG,WB,26-289,9,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,True,LeicesterCity_ManchesterUtd_20250316
James Justin,2.0,eng ENG,WB,27-021,81,0,0,0,0,0,0,,0,1,1,0,2,2,4,0,True,LeicesterCity_ManchesterUtd_20250316
Kasey McAteer,35.0,ie IRL,WB,23-114,9,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,LeicesterCity_ManchesterUtd_20250316
Luke Thomas,33.0,eng ENG,CB,23-279,90,2,1,1,1,0,2,50.0,1,1,0,1,3,5,5,0,True,LeicesterCity_ManchesterUtd_20250316
Conor Coady,4.0,eng ENG,CB,32-019,90,2,2,1,1,0,0,,0,1,1,0,1,3,5,0,True,LeicesterCity_ManchesterUtd_20250316
Wout Faes,3.0,be BEL,CB,26-347,90,2,1,2,0,0,2,100.0,0,0,0,0,2,4,8,0,True,LeicesterCity_ManchesterUtd_20250316
Mads Hermansen,30.0,dk DEN,GK,24-248,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,LeicesterCity_ManchesterUtd_20250316
Rasmus Højlund,9.0,dk DEN,FW,22-040,84,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,LeicesterCity_ManchesterUtd_20250316
Chidozie Obi-Martin,56.0,dk DEN,FW,17-107,6,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,LeicesterCity_ManchesterUtd_20250316
Christian Eriksen,14.0,dk DEN,AM,33-030,68,0,0,0,0,0,1,0.0,1,1,0,1,0,0,0,0,False,LeicesterCity_ManchesterUtd_20250316
Joshua Zirkzee,11.0,nl NED,AM,23-298,22,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,LeicesterCity_ManchesterUtd_20250316
Alejandro Garnacho,17.0,ar ARG,AM,20-258,68,1,1,0,0,1,2,50.0,1,0,0,0,0,1,0,0,False,LeicesterCity_ManchesterUtd_20250316
Harry Amass,41.0,eng ENG,WB,18-000,22,2,0,2,0,0,1,0.0,1,0,0,0,1,3,1,0,False,LeicesterCity_ManchesterUtd_20250316
Manuel Ugarte,25.0,uy URU,CM,23-339,68,3,2,0,2,1,2,0.0,2,2,0,2,2,5,1,0,False,LeicesterCity_ManchesterUtd_20250316
Casemiro,18.0,br BRA,CM,33-021,22,0,0,0,0,0,0,,0,1,1,0,0,0,4,0,False,LeicesterCity_ManchesterUtd_20250316
Bruno Fernandes,8.0,pt POR,"CM,AM",30-189,90,4,3,0,3,1,2,50.0,1,3,0,3,1,5,2,0,False,LeicesterCity_ManchesterUtd_20250316
Diogo Dalot,20.0,pt POR,WB,25-363,90,1,1,0,1,0,1,100.0,0,0,0,0,0,1,4,0,False,LeicesterCity_ManchesterUtd_20250316
Noussair Mazraoui,3.0,ma MAR,"WB,CB",27-122,90,1,0,0,1,0,1,100.0,0,1,0,1,1,2,4,0,False,LeicesterCity_ManchesterUtd_20250316
Ayden Heaven,26.0,eng ENG,CB,18-175,50,2,2,1,1,0,1,100.0,0,2,2,0,0,2,3,0,False,LeicesterCity_ManchesterUtd_20250316
Toby Collyer,43.0,eng ENG,"CM,WB",21-072,40,4,2,2,2,0,2,100.0,0,1,0,1,2,6,1,0,False,LeicesterCity_ManchesterUtd_20250316
Victor Lindelöf,2.0,se SWE,CB,30-242,90,0,0,0,0,0,1,0.0,1,1,1,0,1,1,8,0,False,LeicesterCity_ManchesterUtd_20250316
Matthijs de Ligt,4.0,nl NED,CB,25-216,90,2,1,1,1,0,1,100.0,0,2,2,0,1,3,6,0,False,LeicesterCity_ManchesterUtd_20250316
André Onana,24.0,cm CMR,GK,28-348,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,False,LeicesterCity_ManchesterUtd_20250316
Mikel Merino,23.0,es ESP,"FW,LM",28-283,90,2,0,0,2,0,2,0.0,2,0,0,0,1,3,0,0,True,Arsenal_Fulham_20250401
Gabriel Martinelli,11.0,br BRA,LW,23-287,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Arsenal_Fulham_20250401
Ethan Nwaneri,53.0,eng ENG,RW,18-011,65,0,0,0,0,0,1,0.0,1,1,1,0,0,0,0,0,True,Arsenal_Fulham_20250401
Bukayo Saka,7.0,eng ENG,RW,23-208,25,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Arsenal_Fulham_20250401
Declan Rice,41.0,eng ENG,"LM,CM",26-077,90,1,1,1,0,0,1,100.0,0,1,0,1,0,1,1,0,True,Arsenal_Fulham_20250401
Thomas Partey,5.0,gh GHA,"CM,RB",31-292,90,3,2,0,3,0,5,60.0,2,2,0,2,1,4,3,0,True,Arsenal_Fulham_20250401
Martin Ødegaard,8.0,no NOR,RM,26-105,90,2,1,1,1,0,2,50.0,1,0,0,0,0,2,0,0,True,Arsenal_Fulham_20250401
Myles Lewis-Skelly,49.0,eng ENG,LB,18-187,90,0,0,0,0,0,0,,0,1,0,1,0,0,1,0,True,Arsenal_Fulham_20250401
Gabriel Magalhães,6.0,br BRA,CB,27-103,15,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,True,Arsenal_Fulham_20250401
Jakub Kiwior,15.0,pl POL,CB,25-045,75,3,1,2,1,0,3,66.7,1,0,0,0,0,3,5,1,True,Arsenal_Fulham_20250401
William Saliba,2.0,fr FRA,CB,24-008,90,1,0,0,1,0,1,100.0,0,2,1,1,0,1,4,1,True,Arsenal_Fulham_20250401
Jurriën Timber,12.0,nl NED,RB,23-288,76,2,2,0,2,0,1,100.0,0,1,0,1,0,2,0,0,True,Arsenal_Fulham_20250401
Leandro Trossard,19.0,be BEL,FW,30-118,14,1,0,0,0,1,1,100.0,0,1,0,1,0,1,0,0,True,Arsenal_Fulham_20250401
David Raya,22.0,es ESP,GK,29-198,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,Arsenal_Fulham_20250401
Raúl Jiménez,7.0,mx MEX,FW,33-331,76,2,2,1,1,0,3,66.7,1,0,0,0,0,2,1,0,False,Arsenal_Fulham_20250401
Rodrigo Muniz,9.0,br BRA,FW,23-332,14,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Arsenal_Fulham_20250401
Emile Smith Rowe,32.0,eng ENG,AM,24-247,66,1,0,1,0,0,2,0.0,2,0,0,0,2,3,2,0,False,Arsenal_Fulham_20250401
Alex Iwobi,17.0,ng NGA,"LM,AM",28-333,24,1,1,1,0,0,1,100.0,0,0,0,0,0,1,0,0,False,Arsenal_Fulham_20250401
Adama Traoré,11.0,es ESP,AM,29-066,66,1,1,1,0,0,0,,0,0,0,0,0,1,1,1,False,Arsenal_Fulham_20250401
Willian,22.0,br BRA,"CM,AM",36-235,24,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Arsenal_Fulham_20250401
Sander Berge,16.0,no NOR,"CM,DM",27-046,90,2,2,1,1,0,2,100.0,0,1,0,1,0,2,0,0,False,Arsenal_Fulham_20250401
Saša Lukić,20.0,rs SRB,CM,28-231,66,1,1,0,1,0,2,0.0,2,0,0,0,0,1,0,0,False,Arsenal_Fulham_20250401
Andreas Pereira,18.0,br BRA,CM,29-090,24,0,0,0,0,0,0,,0,1,1,0,0,0,0,1,False,Arsenal_Fulham_20250401
Antonee Robinson,33.0,us USA,"WB,LB",27-236,90,2,2,1,1,0,2,50.0,1,2,1,1,0,2,4,0,False,Arsenal_Fulham_20250401
Timothy Castagne,21.0,be BEL,"WB,RB",29-117,90,3,2,2,1,0,4,50.0,2,0,0,0,0,3,3,0,False,Arsenal_Fulham_20250401
Jorge Cuenca,15.0,es ESP,CB,25-135,90,0,0,0,0,0,0,,0,1,1,0,0,0,3,0,False,Arsenal_Fulham_20250401
Joachim Andersen,5.0,dk DEN,CB,28-305,90,2,1,2,0,0,0,,0,4,4,0,1,3,9,1,False,Arsenal_Fulham_20250401
Issa Diop,31.0,fr FRA,CB,28-082,76,1,1,1,0,0,0,,0,0,0,0,1,2,5,0,False,Arsenal_Fulham_20250401
Ryan Sessegnon,30.0,eng ENG,RM,24-318,14,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,Arsenal_Fulham_20250401
Bernd Leno,1.0,de GER,GK,33-028,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Arsenal_Fulham_20250401
Jørgen Strand Larsen,9.0,no NOR,FW,25-054,90,0,0,0,0,0,1,0.0,1,1,1,0,0,0,1,0,True,Wolves_WestHam_20250401
Jean-Ricner Bellegarde,27.0,ht HAI,AM,26-278,89,1,1,1,0,0,0,,0,1,0,1,0,1,1,0,True,Wolves_WestHam_20250401
Boubacar Traoré,6.0,ml MLI,CM,23-224,1,2,0,0,2,0,1,100.0,0,0,0,0,0,2,0,0,True,Wolves_WestHam_20250401
Marshall Munetsi,5.0,zw ZIM,"AM,CM",28-283,90,5,1,1,2,2,2,100.0,0,0,0,0,1,6,1,0,True,Wolves_WestHam_20250401
André,7.0,br BRA,CM,23-259,70,0,0,0,0,0,1,0.0,1,2,0,2,2,2,0,0,True,Wolves_WestHam_20250401
Pablo Sarabia,21.0,es ESP,"CM,FW",32-325,20,1,0,0,1,0,1,100.0,0,0,0,0,0,1,0,0,True,Wolves_WestHam_20250401
João Gomes,8.0,br BRA,CM,24-048,90,3,2,2,1,0,2,100.0,0,3,0,3,3,6,0,0,True,Wolves_WestHam_20250401
Rayan Aït-Nouri,3.0,dz ALG,WB,23-299,81,3,3,1,1,1,1,100.0,0,2,0,2,1,4,1,0,True,Wolves_WestHam_20250401
Santiago Bueno,4.0,uy URU,"WB,CB",26-143,9,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,True,Wolves_WestHam_20250401
Nélson Semedo,22.0,pt POR,"WB,LB",31-136,90,0,0,0,0,0,0,,0,0,0,0,2,2,1,0,True,Wolves_WestHam_20250401
Toti Gomes,24.0,pt POR,CB,26-075,90,4,2,2,2,0,3,100.0,0,1,0,1,1,5,12,1,True,Wolves_WestHam_20250401
Emmanuel Agbadou,12.0,ci CIV,CB,27-288,90,2,2,1,1,0,0,,0,0,0,0,1,3,6,0,True,Wolves_WestHam_20250401
Matt Doherty,2.0,ie IRL,"CB,RB",33-075,90,2,2,1,1,0,1,100.0,0,1,1,0,1,3,9,0,True,Wolves_WestHam_20250401
José Sá,1.0,pt POR,GK,32-074,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,Wolves_WestHam_20250401
Evan Ferguson,34.0,ie IRL,FW,20-164,45,1,0,0,1,0,0,,0,0,0,0,0,1,0,0,False,Wolves_WestHam_20250401
Edson Álvarez,19.0,mx MEX,DM,27-159,45,1,1,0,0,1,2,0.0,2,0,0,0,0,1,0,0,False,Wolves_WestHam_20250401
Luis Guilherme,17.0,br BRA,AM,19-051,45,0,0,0,0,0,1,0.0,1,0,0,0,1,1,1,0,False,Wolves_WestHam_20250401
Niclas Füllkrug,11.0,de GER,FW,32-051,45,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,Wolves_WestHam_20250401
Jarrod Bowen,20.0,eng ENG,"RW,AM",28-102,90,1,1,0,0,1,1,100.0,0,2,0,2,0,1,0,0,False,Wolves_WestHam_20250401
James Ward-Prowse,8.0,eng ENG,"CM,DM",30-151,76,2,1,0,1,1,0,,0,1,0,1,1,3,0,0,False,Wolves_WestHam_20250401
Tomáš Souček,28.0,cz CZE,DM,30-033,14,1,1,1,0,0,1,100.0,0,0,0,0,0,1,0,0,False,Wolves_WestHam_20250401
Lucas Paquetá,10.0,br BRA,"AM,CM",27-217,90,6,2,3,3,0,4,50.0,2,0,0,0,3,9,1,0,False,Wolves_WestHam_20250401
Oliver Scarles,57.0,eng ENG,"WB,LB",19-110,76,0,0,0,0,0,2,0.0,2,2,0,2,0,0,3,0,False,Wolves_WestHam_20250401
Emerson Palmieri,33.0,it ITA,LB,30-241,14,1,1,0,1,0,0,,0,0,0,0,0,1,0,0,False,Wolves_WestHam_20250401
Aaron Wan-Bissaka,29.0,cd COD,"RB,WB",27-126,90,7,5,2,4,1,3,100.0,0,2,0,2,2,9,6,0,False,Wolves_WestHam_20250401
Aaron Cresswell,3.0,eng ENG,CB,35-107,45,3,3,2,1,0,3,66.7,1,1,1,0,0,3,4,0,False,Wolves_WestHam_20250401
Carlos Soler,4.0,es ESP,LW,28-089,45,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,False,Wolves_WestHam_20250401
Max Kilman,26.0,eng ENG,CB,27-313,90,2,2,1,1,0,1,100.0,0,0,0,0,2,4,4,0,False,Wolves_WestHam_20250401
Konstantinos Mavropanos,15.0,gr GRE,CB,27-111,90,2,1,2,0,0,1,100.0,0,0,0,0,3,5,3,0,False,Wolves_WestHam_20250401
Alphonse Areola,23.0,fr FRA,GK,32-033,90,0,0,0,0,0,0,,0,0,0,0,0,0,4,0,False,Wolves_WestHam_20250401
Taiwo Awoniyi,9.0,ng NGA,FW,27-232,85,2,1,0,0,2,2,100.0,0,0,0,0,0,2,1,0,True,Nott'hamForest_ManchesterUtd_20250401
Ibrahim Sangaré,6.0,ci CIV,CM,27-120,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Nott'hamForest_ManchesterUtd_20250401
Danilo,28.0,br BRA,LW,23-337,39,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Nott'hamForest_ManchesterUtd_20250401
Morato,4.0,br BRA,CB,23-275,51,0,0,0,0,0,0,,0,1,0,1,1,1,2,0,True,Nott'hamForest_ManchesterUtd_20250401
Anthony Elanga,21.0,se SWE,RW,22-339,85,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,Nott'hamForest_ManchesterUtd_20250401
Ramón Sosa,24.0,py PAR,"FW,RW",25-213,5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,True,Nott'hamForest_ManchesterUtd_20250401
Morgan Gibbs-White,10.0,eng ENG,"AM,LW",25-064,90,0,0,0,0,0,2,0.0,2,1,0,1,2,2,1,0,True,Nott'hamForest_ManchesterUtd_20250401
Elliot Anderson,8.0,eng ENG,"DM,CM",22-146,65,2,1,1,1,0,5,40.0,3,1,0,1,0,2,1,0,True,Nott'hamForest_ManchesterUtd_20250401
Nicolás Domínguez,16.0,ar ARG,"CM,AM",26-277,25,1,0,0,1,0,1,100.0,0,1,1,0,1,2,2,0,True,Nott'hamForest_ManchesterUtd_20250401
Ryan Yates,22.0,eng ENG,"CM,DM",27-131,90,2,0,1,1,0,2,50.0,1,6,3,3,2,4,6,0,True,Nott'hamForest_ManchesterUtd_20250401
Neco Williams,7.0,wls WAL,"RM,LB,WB",23-353,90,5,2,4,1,0,4,75.0,1,2,1,1,0,5,11,0,True,Nott'hamForest_ManchesterUtd_20250401
Murillo,5.0,br BRA,CB,22-271,90,2,2,2,0,0,2,50.0,1,3,3,0,0,2,12,0,True,Nott'hamForest_ManchesterUtd_20250401
Nikola Milenković,31.0,rs SRB,CB,27-171,90,2,1,1,0,1,2,100.0,0,0,0,0,0,2,7,1,True,Nott'hamForest_ManchesterUtd_20250401
Ola Aina,34.0,ng NGA,RB,28-175,38,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,True,Nott'hamForest_ManchesterUtd_20250401
Álex Moreno,19.0,es ESP,"LM,WB",31-297,52,0,0,0,0,0,3,0.0,3,0,0,0,0,0,4,0,True,Nott'hamForest_ManchesterUtd_20250401
Matz Sels,26.0,be BEL,GK,33-034,90,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,True,Nott'hamForest_ManchesterUtd_20250401
Joshua Zirkzee,11.0,nl NED,"FW,AM",23-314,77,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Mason Mount,7.0,eng ENG,AM,26-081,13,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Bruno Fernandes,8.0,pt POR,"CM,AM",30-205,90,3,2,2,0,1,4,25.0,3,1,0,1,0,3,2,0,False,Nott'hamForest_ManchesterUtd_20250401
Alejandro Garnacho,17.0,ar ARG,"AM,WB",20-274,90,1,1,0,1,0,3,33.3,2,0,0,0,0,1,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Casemiro,18.0,br BRA,CM,33-037,58,1,0,0,1,0,1,0.0,1,1,1,0,0,1,2,0,False,Nott'hamForest_ManchesterUtd_20250401
Christian Eriksen,14.0,dk DEN,CM,33-046,32,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Manuel Ugarte,25.0,uy URU,CM,23-355,45,1,1,0,0,1,4,25.0,3,2,0,2,1,2,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Rasmus Højlund,9.0,dk DEN,FW,22-056,45,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Patrick Dorgu,13.0,dk DEN,"WB,CB",20-157,90,1,1,1,0,0,1,100.0,0,1,0,1,0,1,3,0,False,Nott'hamForest_ManchesterUtd_20250401
Diogo Dalot,20.0,pt POR,WB,26-014,90,0,0,0,0,0,1,0.0,1,0,0,0,0,0,1,0,False,Nott'hamForest_ManchesterUtd_20250401
Noussair Mazraoui,3.0,ma MAR,CB,27-138,90,6,5,4,1,1,6,33.3,4,2,0,2,1,7,3,0,False,Nott'hamForest_ManchesterUtd_20250401
Matthijs de Ligt,4.0,nl NED,CB,25-232,90,3,2,1,2,0,2,100.0,0,0,0,0,1,4,7,0,False,Nott'hamForest_ManchesterUtd_20250401
Leny Yoro,15.0,fr FRA,CB,19-139,87,3,3,1,2,0,2,100.0,0,1,1,0,0,3,2,0,False,Nott'hamForest_ManchesterUtd_20250401
Harry Maguire,5.0,eng ENG,FW,32-027,3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Nott'hamForest_ManchesterUtd_20250401
André Onana,24.0,cm CMR,GK,28-364,90,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,False,Nott'hamForest_ManchesterUtd_20250401
Alexander Isak,14.0,se SWE,FW,25-193,65,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,True,NewcastleUtd_Brentford_20250402
Callum Wilson,9.0,eng ENG,FW,33-034,25,1,1,0,0,1,0,,0,0,0,0,0,1,1,0,True,NewcastleUtd_Brentford_20250402
Harvey Barnes,11.0,eng ENG,"LW,RW",27-114,89,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,True,NewcastleUtd_Brentford_20250402
Lewis Miley,67.0,eng ENG,RW,18-336,1,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,NewcastleUtd_Brentford_20250402
Jacob Murphy,23.0,eng ENG,RW,30-037,65,1,1,0,1,0,3,33.3,2,2,0,2,0,1,1,0,True,NewcastleUtd_Brentford_20250402
Joe Willock,28.0,eng ENG,LW,25-225,25,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,True,NewcastleUtd_Brentford_20250402
Joelinton,7.0,br BRA,LM,28-231,90,3,3,1,1,1,2,100.0,0,0,0,0,1,4,3,0,True,NewcastleUtd_Brentford_20250402
Sandro Tonali,8.0,it ITA,CM,24-329,90,2,2,1,1,0,3,66.7,1,2,1,1,1,3,1,0,True,NewcastleUtd_Brentford_20250402
Bruno Guimarães,39.0,br BRA,RM,27-137,90,3,1,1,1,1,5,20.0,4,2,1,1,0,3,2,0,True,NewcastleUtd_Brentford_20250402
Valentino Livramento,21.0,eng ENG,LB,22-141,90,1,1,1,0,0,2,50.0,1,2,1,1,0,1,5,0,True,NewcastleUtd_Brentford_20250402
Dan Burn,33.0,eng ENG,CB,32-328,90,1,1,1,0,0,0,,0,3,2,1,1,2,8,0,True,NewcastleUtd_Brentford_20250402
